call_duration_sec,caller_risk_score,is_international_origin,time_of_day_hour,script_similarity_max,urgency_phrase_count,caller_complaint_count,callee_age_group,call_count_from_number_24h,spoofing_indicator,is_scam
53,0.09,0,7,0.18,2,0,55-65,3,0.2,0
47,0.27,0,0,0.51,0,3,36-45,7,0.27,0
113,0.27,0,14,0.19,1,2,18-25,1,0.51,0
676,0.89,1,11,0.61,7,10,55-65,224,0.66,1
904,0.87,1,8,0.58,6,4,36-45,167,0.58,1
21,0.11,0,15,0.29,1,1,36-45,1,0.43,0
185,0.77,0,8,0.42,8,11,55-65,53,0.58,1
67,0.22,0,2,0.43,0,1,36-45,4,0.38,1
311,0.34,0,11,0.24,2,0,36-45,5,0.14,0
55,0.26,0,1,0.26,0,0,65+,17,0.09,0
398,0.24,1,22,0.3,2,4,36-45,9,0.07,0
103,0.36,0,7,0.81,3,1,18-25,2,0.44,0
582,0.7,0,11,0.87,8,7,65+,49,0.86,1
48,0.33,0,3,0.09,0,3,46-55,4,0.29,0
522,0.59,1,11,0.84,8,10,46-55,45,0.38,1
82,0.18,0,3,0.3,3,3,55-65,11,0.28,0
363,0.48,0,2,0.79,7,7,18-25,61,0.77,1
11,0.22,0,17,0.27,1,1,55-65,14,0.39,0
16,0.13,0,19,0.07,0,2,36-45,2,0.51,0
2609,0.58,0,10,0.82,2,9,65+,70,0.88,1
893,0.3,0,9,0.34,1,1,18-25,27,0.07,0
356,0.58,1,14,0.78,7,10,26-35,120,0.89,1
230,0.46,0,4,0.19,0,1,46-55,7,0.3,0
27,0.14,0,13,0.17,1,1,36-45,5,0.22,0
25,0.09,0,15,0.51,0,1,46-55,6,0.3,0
19,0.28,0,11,0.31,1,1,18-25,39,0.26,1
78,0.36,0,9,0.15,0,0,36-45,7,0.08,0
63,0.2,0,17,0.13,0,2,36-45,4,0.23,0
25,0.45,0,1,0.18,2,2,26-35,4,0.3,0
39,0.03,0,23,0.34,0,2,65+,11,0.3,0
53,0.32,0,4,0.43,0,0,65+,4,0.42,0
58,0.37,0,21,0.49,0,7,65+,3,0.67,1
89,0.54,0,8,0.72,6,6,18-25,207,0.79,1
26,0.33,0,15,0.42,1,3,36-45,2,0.14,0
70,0.24,1,5,0.17,2,1,55-65,1,0.26,0
68,0.29,0,23,0.06,1,2,55-65,13,0.1,0
525,0.21,1,8,0.74,6,9,36-45,44,0.44,1
318,0.57,0,22,0.32,2,0,36-45,6,0.21,0
37,0.2,0,1,0.37,0,1,18-25,22,0.17,0
45,0.19,0,10,0.18,0,6,55-65,18,0.49,0
30,0.42,0,18,0.35,0,1,55-65,5,0.22,0
31,0.08,0,8,0.14,1,3,26-35,3,0.32,0
1051,0.34,1,14,0.27,3,0,26-35,26,0.03,0
182,0.04,1,14,0.37,0,0,26-35,2,0.35,0
185,0.18,0,2,0.36,2,0,36-45,2,0.15,0
169,0.06,0,6,0.07,0,1,18-25,7,0.09,0
242,0.32,0,6,0.36,2,1,36-45,1,0.06,0
354,0.67,0,0,0.5,6,3,65+,44,0.6,1
271,0.69,1,10,0.54,9,8,55-65,144,0.77,1
262,0.03,0,12,0.17,1,2,36-45,4,0.37,0
22,0.04,0,2,0.63,2,2,36-45,4,0.2,0
271,0.27,0,7,0.41,0,0,18-25,5,0.08,0
154,0.15,0,0,0.28,0,1,65+,1,0.06,0
123,0.78,1,12,0.39,5,9,36-45,19,0.85,1
240,0.31,0,11,0.31,2,1,36-45,12,0.65,0
15,0.06,0,12,0.12,0,1,26-35,6,0.35,0
21,0.34,0,3,0.25,1,2,26-35,1,0.21,0
88,0.37,0,18,0.73,1,2,65+,2,0.3,0
105,0.03,0,15,0.14,1,1,18-25,4,0.13,0
492,0.52,0,6,0.7,9,7,55-65,12,0.68,1
39,0.43,0,6,0.14,0,1,46-55,11,0.5,0
58,0.14,0,21,0.19,0,3,65+,24,0.38,0
1363,0.65,0,7,0.71,5,6,36-45,56,0.58,1
183,0.1,0,2,0.52,0,1,46-55,1,0.33,0
31,0.43,0,8,0.14,0,1,36-45,31,0.46,0
3170,0.87,0,0,0.44,7,9,36-45,46,0.48,1
690,0.44,0,22,0.51,2,7,46-55,61,0.64,1
152,0.34,0,9,0.23,0,1,26-35,2,0.79,0
19,0.57,0,3,0.68,5,1,46-55,5,0.56,1
40,0.16,0,11,0.38,0,1,18-25,1,0.15,0
74,0.26,0,19,0.04,2,1,26-35,6,0.45,0
291,0.22,0,21,0.45,0,1,18-25,10,0.3,0
210,0.29,0,23,0.66,1,0,36-45,2,0.15,0
63,0.24,0,8,0.34,0,1,18-25,2,0.47,0
108,0.39,0,12,0.46,0,1,55-65,5,0.13,0
96,0.14,0,13,0.18,1,0,18-25,4,0.47,0
101,0.94,0,12,0.49,4,9,26-35,40,0.74,1
35,0.57,0,20,0.24,2,1,65+,6,0.22,0
326,0.6,0,13,0.8,5,3,46-55,48,0.67,1
52,0.05,0,16,0.38,1,2,26-35,1,0.29,0
112,0.33,0,21,0.49,0,1,55-65,5,0.19,0
64,0.57,0,22,0.46,1,2,18-25,3,0.37,0
86,0.83,1,15,0.75,6,10,46-55,41,0.6,1
25,0.19,0,10,0.2,0,0,55-65,11,0.14,0
989,0.81,0,9,0.36,12,6,36-45,5,0.31,1
216,0.29,0,22,0.17,1,1,18-25,11,0.51,0
408,0.65,1,13,0.53,5,12,55-65,33,0.73,1
163,0.29,0,22,0.13,1,1,26-35,1,0.24,0
31,0.41,0,1,0.47,3,0,18-25,5,0.38,0
15,0.52,0,5,0.37,0,1,65+,4,0.28,0
231,0.37,0,22,0.24,1,2,26-35,1,0.38,0
29,0.33,1,13,0.2,2,0,26-35,5,0.21,0
71,0.35,0,14,0.48,0,0,65+,14,0.2,0
1419,0.56,1,14,0.46,6,5,65+,18,0.79,1
87,0.36,0,11,0.38,0,1,36-45,1,0.11,0
194,0.37,0,19,0.17,0,0,55-65,5,0.2,0
77,0.65,0,13,0.44,1,0,36-45,20,0.24,0
11,0.33,0,14,0.22,1,1,26-35,6,0.37,0
458,0.33,0,18,0.39,0,1,26-35,7,0.07,0
98,0.34,1,14,0.5,0,1,26-35,5,0.22,0
315,0.66,0,12,0.3,5,8,26-35,162,0.44,1
53,0.35,0,5,0.26,1,3,36-45,6,0.15,0
184,0.02,0,6,0.59,2,1,65+,26,0.23,0
72,0.39,0,6,0.07,0,1,18-25,2,0.3,0
48,0.42,0,16,0.84,0,1,26-35,70,0.2,1
885,0.82,1,20,0.43,6,10,26-35,30,0.54,1
305,0.14,0,7,0.12,0,1,18-25,1,0.36,0
209,0.67,0,10,0.91,1,13,46-55,26,0.46,0
99,0.7,0,1,0.4,3,9,26-35,148,0.54,1
81,0.26,1,8,0.23,1,0,26-35,15,0.26,0
255,0.14,1,0,0.27,3,1,46-55,11,0.13,0
188,0.14,0,2,0.52,1,1,65+,13,0.54,0
1482,0.39,1,16,0.92,9,12,46-55,6,0.6,1
301,0.7,0,10,0.68,5,8,55-65,20,0.79,1
1477,0.58,0,14,0.48,6,4,46-55,35,0.4,1
395,0.85,1,8,0.62,9,12,26-35,26,0.44,1
59,0.09,0,14,0.18,1,1,55-65,8,0.48,0
227,0.72,0,6,0.66,0,4,36-45,21,0.61,1
689,0.67,1,4,0.61,8,10,36-45,5,0.19,0
510,0.06,0,12,0.45,2,5,36-45,1,0.13,0
244,0.29,0,4,0.49,2,1,55-65,4,0.14,0
273,0.73,1,16,0.68,10,6,26-35,183,0.85,1
21,0.26,1,11,0.08,1,0,26-35,4,0.33,0
3451,0.55,1,9,0.58,9,7,65+,14,0.66,1
105,0.06,0,20,0.24,0,1,46-55,3,0.14,0
193,0.82,1,14,0.39,6,8,46-55,405,0.7,1
3726,0.75,1,18,0.69,7,12,18-25,42,0.48,1
888,0.81,1,14,0.44,8,9,55-65,34,0.57,0
259,0.68,0,5,0.68,7,5,26-35,86,0.31,0
438,0.07,0,14,0.36,2,2,36-45,3,0.07,0
302,0.18,0,0,0.19,1,3,26-35,17,0.39,0
215,0.55,0,14,0.68,8,6,65+,47,0.46,1
101,0.13,0,22,0.07,0,1,26-35,4,0.31,0
28,0.39,0,4,0.14,0,1,26-35,9,0.36,0
82,0.28,0,22,0.32,0,0,18-25,10,0.16,0
361,0.7,1,7,0.6,4,9,65+,86,0.58,1
43,0.3,0,13,0.17,1,2,26-35,6,0.4,1
154,0.2,0,14,0.28,0,0,26-35,2,0.36,0
41,0.38,0,11,0.18,0,1,46-55,3,0.37,0
37,0.56,0,19,0.58,0,1,26-35,32,0.51,0
67,0.4,0,11,0.33,2,3,36-45,1,0.19,0
1038,0.33,1,8,0.58,7,9,18-25,191,0.7,1
408,0.6,1,9,0.9,3,6,65+,152,0.6,1
715,0.05,0,17,0.42,1,1,26-35,5,0.1,0
134,0.55,1,11,0.71,7,9,36-45,19,0.03,1
34,0.2,0,1,0.22,0,1,55-65,3,0.61,0
1153,0.1,0,10,0.19,13,8,36-45,33,0.59,0
128,0.37,0,7,0.41,1,0,26-35,3,0.22,0
683,0.24,0,17,0.28,2,0,46-55,18,0.61,0
74,0.04,0,10,0.42,0,3,36-45,4,0.31,0
44,0.21,0,18,0.33,1,3,65+,4,0.14,0
20,0.23,0,19,0.05,1,0,55-65,9,0.42,0
824,0.58,1,10,0.4,5,8,18-25,41,0.45,1
47,0.3,0,23,0.13,1,0,36-45,7,0.35,0
28,0.35,1,9,0.06,0,0,26-35,1,0.01,0
260,0.18,0,14,0.48,2,0,18-25,19,0.07,0
104,0.07,0,8,0.09,0,2,65+,1,0.18,0
136,0.79,0,10,0.5,4,0,65+,7,0.09,0
129,0.18,0,8,0.27,1,1,65+,2,0.23,0
478,0.77,1,13,0.75,4,7,46-55,143,0.67,1
144,0.07,0,23,0.47,0,2,55-65,3,0.66,0
250,0.24,1,9,0.28,3,3,36-45,3,0.09,0
60,0.19,0,16,0.56,0,1,18-25,1,0.27,0
1578,0.7,0,11,0.65,6,14,65+,113,0.47,1
249,0.09,0,12,0.18,0,1,26-35,4,0.22,0
45,0.21,1,15,0.13,0,0,18-25,4,0.25,0
69,0.03,0,4,0.34,1,2,65+,2,0.35,0
285,0.81,0,10,0.55,4,8,46-55,370,0.77,1
108,0.22,0,0,0.17,2,0,46-55,14,0.14,0
586,0.43,0,13,0.57,1,2,65+,2,0.37,0
187,0.22,0,23,0.19,2,1,18-25,29,0.2,0
81,0.3,0,20,0.16,3,0,36-45,11,0.56,0
1432,0.59,0,14,0.43,6,12,65+,16,0.44,1
692,0.61,1,11,0.87,3,6,65+,124,0.74,1
169,0.37,0,3,0.35,0,0,46-55,3,0.23,0
148,0.17,0,18,0.53,1,4,55-65,11,0.56,0
589,0.71,1,11,0.59,10,9,55-65,33,0.84,1
12,0.03,0,6,0.13,0,1,46-55,1,0.25,0
84,0.37,0,4,0.2,0,3,26-35,2,0.47,0
55,0.2,0,0,0.15,1,0,26-35,22,0.27,0
1182,0.71,0,22,0.52,4,7,65+,157,0.48,1
279,0.68,0,15,0.79,4,9,55-65,35,0.48,1
39,0.31,0,22,0.21,1,3,18-25,6,0.14,0
203,0.44,1,13,0.52,9,8,55-65,12,0.74,1
254,0.28,0,10,0.06,0,3,26-35,3,0.08,0
20,0.32,0,19,0.14,0,1,55-65,3,0.26,0
80,0.29,0,7,0.76,0,0,36-45,2,0.14,0
189,0.27,0,13,0.3,0,0,26-35,1,0.47,0
153,0.08,0,14,0.37,2,1,26-35,2,0.25,0
945,0.59,0,10,0.57,6,10,18-25,49,0.52,1
533,0.91,0,9,0.59,6,8,46-55,24,0.61,1
94,0.16,0,11,0.25,0,0,36-45,2,0.18,0
97,0.56,0,21,0.47,0,1,18-25,6,0.2,0
116,0.43,0,21,0.28,1,1,36-45,146,0.09,0
54,0.48,0,22,0.08,0,2,46-55,1,0.4,0
47,0.06,0,21,0.03,0,3,46-55,1,0.49,0
138,0.21,0,21,0.58,2,0,55-65,8,0.32,0
388,0.84,1,21,0.42,7,6,26-35,78,0.73,1
35,0.47,0,14,0.36,1,3,46-55,13,0.18,0
93,0.14,0,1,0.46,4,2,26-35,6,0.13,0
234,0.25,0,6,0.43,1,2,18-25,2,0.32,0
91,0.06,0,15,0.08,1,1,55-65,6,0.25,0
161,0.08,0,7,0.14,0,1,36-45,5,0.36,0
662,0.45,0,15,0.1,0,1,55-65,5,0.23,0
469,0.24,1,18,0.28,0,6,46-55,1,0.2,0
7,0.17,0,7,0.35,1,0,46-55,33,0.36,0
131,0.23,0,9,0.57,1,0,26-35,16,0.4,0
149,0.74,0,8,0.41,8,10,55-65,64,0.52,1
19,0.13,0,10,0.14,0,0,36-45,8,0.22,1
1467,0.38,1,23,0.29,10,0,18-25,176,0.78,0
52,0.22,0,9,0.59,0,2,18-25,5,0.29,0
62,0.09,0,9,0.21,0,1,46-55,29,0.34,0
70,0.22,0,22,0.15,1,0,26-35,6,0.34,0
245,0.26,0,23,0.35,1,3,18-25,2,0.14,0
258,0.17,0,23,0.15,0,0,36-45,1,0.42,0
337,0.89,1,11,0.79,11,4,55-65,8,0.76,1
72,0.1,0,2,0.11,1,0,18-25,8,0.37,0
98,0.61,1,17,0.68,5,5,36-45,27,0.71,1
59,0.13,0,10,0.09,0,1,36-45,3,0.17,0
20,0.25,0,23,0.11,0,2,36-45,3,0.41,0
190,0.44,0,9,0.16,3,0,55-65,7,0.27,0
454,0.6,1,22,0.69,10,8,46-55,100,0.52,1
969,0.66,0,12,0.76,9,4,26-35,199,0.6,1
18,0.14,1,20,0.11,0,0,18-25,11,0.53,0
231,0.05,0,20,0.36,1,1,36-45,1,0.23,0
54,0.09,0,12,0.45,0,2,26-35,23,0.1,0
267,0.13,1,6,0.28,0,1,65+,3,0.12,0
28,0.15,0,6,0.18,1,0,36-45,16,0.44,0
2958,0.68,0,14,0.39,6,7,65+,27,0.83,1
709,0.69,1,2,0.44,6,4,55-65,27,0.83,1
38,0.55,1,10,0.6,5,2,65+,58,0.63,1
36,0.13,0,13,0.25,1,3,26-35,2,0.1,0
32,0.22,0,22,0.28,0,1,36-45,2,0.05,0
70,0.08,0,19,0.26,0,2,18-25,1,0.35,0
1530,0.64,0,9,0.62,8,3,46-55,37,0.75,1
843,0.12,0,16,0.33,3,1,18-25,3,0.22,0
193,0.31,0,16,0.5,1,0,65+,12,0.36,0
86,0.09,0,16,0.62,0,2,46-55,5,0.26,0
50,0.52,0,15,0.47,0,2,46-55,2,0.1,0
20,0.08,0,7,0.43,1,1,26-35,3,0.14,0
984,0.34,0,15,0.41,0,1,26-35,2,0.06,0
98,0.6,0,22,0.16,0,1,26-35,2,0.24,0
39,0.29,0,14,0.21,1,0,18-25,1,0.09,0
109,0.39,0,9,0.07,1,1,26-35,4,0.1,0
515,0.06,0,10,0.26,0,2,36-45,26,0.28,0
1244,0.57,1,17,0.4,4,18,26-35,13,0.86,1
64,0.4,0,23,0.48,0,3,36-45,17,0.16,0
27,0.43,0,8,0.3,0,3,55-65,8,0.07,0
1771,0.59,0,8,0.46,8,10,18-25,70,0.77,1
1702,0.69,0,8,0.4,8,9,26-35,94,0.82,1
30,0.16,0,15,0.09,0,1,55-65,5,0.39,0
56,0.32,0,10,0.26,0,0,36-45,13,0.59,0
25,0.34,0,2,0.11,2,0,46-55,1,0.25,0
83,0.34,0,17,0.31,2,0,36-45,1,0.52,0
186,0.29,1,11,0.66,6,12,36-45,103,0.68,1
942,0.53,1,10,0.7,8,7,26-35,15,0.74,1
1446,0.79,1,15,0.63,5,5,65+,9,0.85,1
21,0.32,0,20,0.4,1,0,55-65,2,0.11,0
86,0.41,0,6,0.29,0,4,26-35,16,0.25,0
138,0.23,1,2,0.23,0,0,36-45,1,0.31,0
29,0.09,0,16,0.01,1,1,18-25,1,0.49,0
59,0.12,0,4,0.45,1,2,26-35,1,0.2,0
1069,0.3,1,10,0.48,5,0,65+,26,0.29,1
40,0.24,0,5,0.37,1,1,36-45,30,0.12,0
650,0.58,1,14,0.7,7,10,26-35,43,0.58,1
76,0.36,0,2,0.29,0,1,55-65,4,0.42,0
563,0.5,1,11,0.1,1,1,18-25,3,0.15,0
208,0.46,0,14,0.14,1,1,36-45,4,0.46,0
288,0.52,1,14,0.93,6,6,55-65,20,0.47,1
188,0.14,0,20,0.23,0,0,65+,15,0.24,0
10,0.05,0,19,0.12,2,0,55-65,2,0.28,0
1294,0.49,0,6,0.66,4,11,46-55,34,0.41,0
599,0.55,1,15,0.55,6,7,55-65,49,0.74,1
118,0.85,0,9,0.79,3,5,55-65,17,0.51,1
440,0.07,0,0,0.27,0,1,55-65,68,0.17,0
115,0.68,1,17,0.63,4,9,55-65,37,0.65,1
10,0.34,0,1,0.3,3,1,18-25,9,0.07,0
15,0.16,1,0,0.19,1,1,26-35,6,0.5,0
31,0.43,0,8,0.3,0,0,26-35,2,0.32,0
67,0.31,0,9,0.07,0,1,26-35,2,0.34,0
261,0.74,0,1,0.84,7,16,46-55,55,0.55,1
34,0.24,0,23,0.44,1,1,55-65,26,0.58,0
316,0.16,1,2,0.34,5,1,65+,322,0.71,0
1306,0.28,1,14,0.89,0,2,55-65,52,0.13,0
70,0.38,0,8,0.02,0,1,55-65,7,0.22,0
35,0.38,0,23,0.08,0,2,26-35,1,0.13,0
265,0.33,1,0,0.05,0,0,36-45,5,0.53,1
389,0.8,0,15,0.8,4,8,65+,177,0.32,1
322,0.22,1,10,0.18,2,3,26-35,26,0.7,0
47,0.25,0,20,0.64,0,0,26-35,3,0.39,0
55,0.06,0,18,0.58,0,1,26-35,1,0.24,0
10,0.25,0,15,0.04,1,2,46-55,5,0.32,0
346,0.63,1,13,0.7,7,8,46-55,61,0.39,1
278,0.16,0,12,0.22,1,2,46-55,5,0.56,0
122,0.25,0,3,0.23,0,1,18-25,2,0.31,0
140,0.38,0,6,0.26,0,3,26-35,6,0.38,1
74,0.03,0,18,0.38,2,0,55-65,2,0.31,0
371,0.6,0,9,0.1,3,0,18-25,9,0.85,0
256,0.66,0,9,0.48,4,5,55-65,112,0.57,1
44,0.81,0,13,0.95,5,10,65+,20,0.51,1
42,0.06,0,4,0.22,1,0,26-35,6,0.31,0
182,0.48,1,9,0.2,0,1,36-45,15,0.18,0
85,0.35,0,22,0.37,0,1,26-35,2,0.13,0
91,0.04,0,20,0.48,1,0,55-65,1,0.45,0
63,0.27,0,1,0.56,0,1,18-25,3,0.58,0
394,0.78,1,10,0.78,4,6,55-65,36,0.32,1
233,0.87,1,12,0.65,4,11,65+,34,0.57,1
405,0.09,0,1,0.17,0,1,36-45,6,0.11,0
95,0.51,0,17,0.51,0,1,18-25,19,0.14,0
1372,0.22,0,10,0.48,10,6,18-25,8,0.4,0
141,0.06,0,15,0.18,5,1,26-35,61,0.31,0
634,0.73,1,7,0.71,6,14,55-65,42,0.79,1
124,0.38,0,0,0.22,1,1,26-35,7,0.22,0
18,0.27,0,0,0.23,0,2,36-45,12,0.25,0
275,0.69,1,13,0.81,6,6,46-55,213,0.64,1
90,0.38,1,10,0.12,0,1,26-35,18,0.34,0
242,0.75,0,20,0.43,5,4,36-45,84,0.88,1
120,0.48,0,1,0.73,4,11,65+,191,0.6,1
1692,0.6,0,9,0.53,11,11,18-25,13,0.61,1
260,0.65,1,13,0.65,6,7,65+,94,0.66,1
372,0.85,1,8,0.82,9,10,55-65,272,0.6,1
711,0.68,0,10,0.42,9,12,46-55,5,0.33,1
423,0.48,0,3,0.11,0,3,55-65,143,0.18,0
79,0.18,0,0,0.39,2,0,46-55,2,0.05,0
37,0.49,0,10,0.32,1,1,18-25,8,0.24,0
27,0.29,0,13,0.18,0,2,18-25,3,0.29,0
22,0.21,0,19,0.36,0,0,18-25,5,0.25,0
108,0.84,1,6,0.18,6,12,36-45,188,0.73,1
636,0.33,1,9,0.43,4,13,55-65,185,0.42,1
38,0.03,0,13,0.48,0,2,26-35,2,0.32,0
15,0.33,0,2,0.43,0,1,36-45,15,0.26,0
1198,0.63,1,11,0.38,2,6,65+,68,0.62,1
428,0.37,0,20,0.06,1,1,18-25,1,0.1,0
895,0.5,1,12,0.86,3,15,36-45,128,0.59,1
52,0.38,0,3,0.12,2,2,26-35,4,0.28,0
107,0.52,0,7,0.19,1,0,26-35,3,0.29,0
50,0.24,1,5,0.1,0,1,46-55,6,0.08,0
76,0.14,0,17,0.11,1,1,18-25,1,0.17,0
151,0.07,0,7,0.64,3,4,46-55,2,0.16,0
359,0.38,0,21,0.35,0,1,26-35,8,0.32,0
620,0.79,1,9,0.7,2,16,18-25,147,0.47,1
1546,0.51,0,0,0.78,5,3,55-65,39,0.45,1
32,0.1,0,5,0.7,1,1,46-55,16,0.37,0
686,0.64,0,10,0.89,5,8,65+,161,0.88,1
174,0.82,1,14,0.53,8,5,55-65,73,0.73,1
444,0.89,0,8,0.52,2,5,46-55,82,0.94,1
49,0.49,0,14,0.8,1,1,65+,3,0.22,0
32,0.27,0,1,0.03,0,1,26-35,5,0.62,0
40,0.21,0,17,0.3,0,1,65+,1,0.34,0
338,0.2,1,18,0.24,1,1,46-55,1,0.26,0
153,0.7,0,8,0.3,4,10,26-35,96,0.54,1
1164,0.5,1,11,0.84,6,7,36-45,55,0.5,1
132,0.33,0,4,0.35,0,0,26-35,1,0.33,0
134,0.01,0,22,0.7,0,0,18-25,6,0.06,0
5947,0.92,0,13,0.65,4,12,26-35,30,0.52,1
68,0.19,1,10,0.21,0,1,18-25,2,0.37,0
68,0.17,0,18,0.38,1,1,46-55,6,0.09,1
159,0.39,1,11,0.65,4,7,65+,38,0.97,1
524,0.36,1,11,0.55,2,1,46-55,4,0.25,0
736,0.21,0,11,0.22,0,1,26-35,4,0.08,0
631,0.57,0,13,0.79,8,12,46-55,126,0.62,1
1731,0.62,1,18,0.62,10,12,55-65,72,0.42,1
97,0.29,0,9,0.43,0,3,46-55,3,0.22,0
59,0.42,0,16,0.13,0,1,18-25,4,0.17,0
61,0.33,0,17,0.48,0,0,46-55,7,0.26,0
2627,0.87,0,7,0.32,4,8,55-65,29,0.73,1
31,0.16,0,20,0.27,1,0,18-25,1,0.61,0
103,0.06,0,11,0.22,0,1,18-25,1,0.53,0
66,0.63,0,15,0.02,0,0,36-45,4,0.35,0
319,0.28,0,22,0.11,1,1,26-35,6,0.15,0
26,0.15,1,10,0.5,0,3,36-45,6,0.33,0
55,0.3,0,12,0.27,2,0,46-55,7,0.62,0
39,0.32,0,8,0.07,3,1,46-55,4,0.27,0
36,0.14,0,11,0.29,0,1,46-55,9,0.34,0
170,0.16,0,17,0.82,0,2,18-25,2,0.38,0
212,0.26,0,8,0.23,1,0,36-45,8,0.22,0
1556,0.46,0,12,0.79,5,10,36-45,46,0.84,1
225,0.31,0,20,0.09,2,0,55-65,13,0.36,0
213,0.18,0,7,0.4,0,2,18-25,3,0.59,0
124,0.03,0,12,0.12,1,1,36-45,3,0.37,0
197,0.65,0,10,0.64,6,5,36-45,48,0.68,1
109,0.07,0,13,0.36,1,0,36-45,1,0.29,0
305,0.75,0,13,0.67,7,7,55-65,78,0.36,1
1470,0.33,0,1,0.19,1,0,36-45,9,0.2,0
2509,0.14,0,11,0.87,0,7,26-35,17,0.78,1
224,0.02,0,14,0.15,2,3,46-55,10,0.34,0
1498,0.82,0,12,0.39,6,10,65+,11,0.84,1
82,0.59,0,5,0.12,4,1,36-45,1,0.16,0
53,0.1,1,11,0.22,1,2,26-35,1,0.09,0
102,0.57,1,13,0.55,5,7,46-55,58,0.7,1
49,0.39,1,3,0.14,1,2,36-45,28,0.53,0
285,0.54,0,5,0.19,1,3,36-45,5,0.25,0
54,0.44,0,13,0.26,0,1,55-65,16,0.04,0
198,0.7,0,9,0.7,7,9,18-25,73,0.39,1
41,0.45,0,2,0.29,1,3,26-35,4,0.05,0
21,0.23,0,16,0.46,0,0,18-25,2,0.38,0
46,0.32,0,12,0.45,0,2,36-45,4,0.11,0
81,0.69,1,10,0.65,4,4,65+,46,0.64,1
100,0.33,1,3,0.26,1,1,36-45,2,0.25,0
111,0.66,1,12,0.29,1,1,18-25,10,0.02,0
43,0.14,0,7,0.45,7,10,36-45,13,0.14,0
46,0.09,1,22,0.31,0,0,55-65,1,0.22,0
51,0.59,0,13,0.38,9,9,65+,147,0.64,1
106,0.24,0,6,0.3,1,1,65+,6,0.15,0
304,0.54,0,9,0.57,7,9,65+,140,0.73,1
2814,0.83,0,2,0.64,0,8,46-55,4,0.13,1
128,0.08,0,5,0.51,2,1,65+,6,0.37,0
868,0.9,1,5,0.55,7,6,26-35,66,0.73,1
762,0.89,0,3,0.73,6,5,46-55,59,0.66,1
209,0.06,1,13,0.5,3,1,18-25,1,0.2,0
28,0.47,0,2,0.19,2,1,55-65,8,0.17,0
371,0.71,1,18,0.69,5,6,26-35,56,0.68,1
23,0.1,1,17,0.48,0,1,65+,5,0.12,0
43,0.17,0,2,0.27,0,1,55-65,41,0.68,0
506,0.51,1,7,0.74,8,12,65+,25,0.86,1
252,0.18,0,11,0.28,1,1,26-35,8,0.08,0
348,0.44,0,11,0.5,3,11,65+,57,0.46,1
16,0.51,0,23,0.12,0,1,18-25,15,0.67,0
57,0.28,0,7,0.26,0,4,46-55,12,0.21,0
1028,0.76,1,9,0.45,5,9,36-45,7,0.62,1
874,0.5,0,11,0.62,7,10,55-65,64,0.25,1
2666,0.66,1,15,0.44,7,8,46-55,57,0.5,1
1462,0.49,0,11,0.59,5,6,55-65,171,0.54,1
16,0.3,0,9,0.16,0,5,36-45,4,0.09,0
54,0.79,1,5,0.76,5,9,46-55,28,0.72,1
64,0.55,0,5,0.62,6,11,65+,153,0.68,1
657,0.2,0,18,0.05,1,2,36-45,11,0.28,0
1446,0.93,0,14,0.79,0,2,36-45,5,0.67,1
88,0.47,1,10,0.26,1,3,46-55,1,0.27,0
15,0.44,0,19,0.21,0,0,18-25,25,0.56,0
20,0.25,0,9,0.22,1,1,18-25,3,0.58,0
2489,0.9,1,9,0.85,3,7,55-65,25,0.89,1
464,0.81,0,14,0.9,6,5,36-45,45,0.63,1
173,0.29,0,0,0.57,0,0,36-45,3,0.16,0
16,0.21,0,13,0.24,1,2,36-45,1,0.47,0
20,0.42,0,15,0.4,1,2,18-25,1,0.05,0
212,0.12,0,22,0.16,1,2,26-35,2,0.41,0
25,0.36,0,7,0.4,0,0,65+,4,0.18,0
103,0.26,0,13,0.31,1,0,18-25,1,0.17,0
1087,0.31,0,9,0.24,2,1,36-45,14,0.37,0
1448,0.76,0,18,0.48,10,17,55-65,71,0.78,1
1822,0.25,0,7,0.36,0,10,26-35,86,0.82,1
117,0.17,0,2,0.65,5,9,36-45,2,0.69,0
683,0.69,0,14,0.54,7,9,18-25,35,0.9,1
10,0.13,0,12,0.28,0,1,65+,55,0.73,0
674,0.69,0,19,0.65,5,14,18-25,60,0.23,1
256,0.1,0,15,0.12,1,0,36-45,15,0.18,0
56,0.23,0,5,0.1,0,1,46-55,13,0.75,0
54,0.67,0,5,0.16,1,1,26-35,2,0.2,0
82,0.81,0,22,0.26,1,0,46-55,40,0.71,0
28,0.18,0,22,0.33,1,0,26-35,2,0.38,0
496,0.82,0,13,0.55,7,9,65+,63,0.75,1
43,0.22,0,3,0.37,2,0,46-55,4,0.1,0
885,0.84,0,2,0.46,5,6,46-55,66,0.41,1
518,0.72,1,10,0.62,7,8,55-65,59,0.71,1
159,0.58,0,8,0.23,3,1,65+,5,0.15,0
9,0.1,0,12,0.27,0,1,46-55,5,0.2,0
309,0.71,1,11,0.9,6,10,65+,33,0.37,1
78,0.08,1,2,0.36,0,1,55-65,1,0.25,0
302,0.64,0,9,0.83,12,8,36-45,120,0.69,1
441,0.71,0,9,0.73,9,3,26-35,14,0.91,1
43,0.41,0,19,0.37,2,2,36-45,5,0.51,0
23,0.36,0,8,0.09,1,4,46-55,10,0.41,0
230,0.21,0,10,0.07,1,1,26-35,1,0.48,0
